City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Port Alfred,ZA,2021-01-13 20:59:06,-33.5906,26.891,66.99,97,100,1.01
68,Antalaha,MG,2021-01-13 21:02:25,-14.9003,50.2788,77.25,89,22,3.04
69,Berlevag,NO,2021-01-13 21:02:25,70.8578,29.0864,17.6,67,75,24.16
70,Yellowknife,CA,2021-01-13 21:02:25,62.456,-114.3525,17.01,100,90,12.66
71,Nikolskoye,RU,2021-01-13 21:02:25,59.7035,30.7861,6.8,78,40,13.42
72,Bengkulu,ID,2021-01-13 20:59:17,-3.8004,102.2655,74.89,85,100,5.55
73,Soyo,AO,2021-01-13 21:02:26,-6.1349,12.3689,79.05,77,31,8.81
74,Castro,BR,2021-01-13 21:02:26,-24.7911,-50.0119,72.07,88,68,9.84
75,Tuktoyaktuk,CA,2021-01-13 21:02:26,69.4541,-133.0374,-18.4,83,20,5.46
76,Hilo,US,2021-01-13 21:02:26,19.7297,-155.09,80.6,57,1,4.68
77,Gravelbourg,CA,2021-01-13 21:02:26,49.8834,-106.5512,44.6,65,50,27.63
78,Mount Gambier,AU,2021-01-13 21:02:26,-37.8333,140.7667,48.2,93,1,1.14
79,Tiksi,RU,2021-01-13 21:02:26,71.6872,128.8694,-33.65,81,37,3.2
80,La Primavera,CO,2021-01-13 21:00:45,5.4906,-70.4092,85.46,55,95,10.47
81,Sola,VU,2021-01-13 21:02:26,-13.8833,167.55,82.13,75,100,7.49
82,Gizo,SB,2021-01-13 21:02:26,-8.103,156.8419,83.62,74,75,12.62
83,Cidreira,BR,2021-01-13 21:02:26,-30.1811,-50.2056,72.64,71,30,14.16
84,Great Yarmouth,GB,2021-01-13 21:02:26,52.6083,1.7305,37.4,93,75,4.61
85,Bata,GQ,2021-01-13 21:02:26,1.8639,9.7658,80.6,89,40,6.91
86,Talnakh,RU,2021-01-13 21:02:27,69.4865,88.3972,-24.99,78,4,10.87
87,Meulaboh,ID,2021-01-13 21:02:27,4.1363,96.1285,76.59,74,100,5.59
88,Trois-Rivieres,CA,2021-01-13 21:02:27,46.3501,-72.5491,32.0,86,100,10.36
89,Pemagatsel,BT,2021-01-13 21:02:27,27.0319,91.4266,41.41,91,31,3.94
90,Puerto Ayora,EC,2021-01-13 21:02:27,-0.7393,-90.3518,87.8,55,40,16.11
91,Vaini,TO,2021-01-13 21:02:27,-21.2,-175.2,82.4,83,40,10.36
92,Saskylakh,RU,2021-01-13 21:02:27,71.9167,114.0833,-43.15,78,97,10.94
93,Cabra,ES,2021-01-13 21:02:28,37.4725,-4.4421,39.0,75,0,0.67
94,Lavrentiya,RU,2021-01-13 21:02:28,65.5833,-171.0,-5.42,86,99,4.9
95,Sabha,LY,2021-01-13 21:02:28,27.0377,14.4283,53.58,39,100,6.55
96,Savannah Bight,HN,2021-01-13 21:02:28,16.45,-85.85,81.0,83,40,3.44
97,Bodden Town,KY,2021-01-13 21:02:29,19.2833,-81.25,84.2,65,20,8.05
98,Vila,PT,2021-01-13 21:02:29,42.0304,-8.1588,37.0,79,0,1.01
99,Thompson,CA,2021-01-13 21:02:29,55.7435,-97.8558,28.4,100,90,4.61
100,Sungaipenuh,ID,2021-01-13 21:02:29,-2.0833,101.3833,63.77,89,100,3.98
101,Albany,US,2021-01-13 20:58:11,42.6001,-73.9662,36.0,64,98,1.9
102,Mudanjiang,CN,2021-01-13 21:02:29,44.5833,129.6,-7.46,86,0,4.68
103,Kahului,US,2021-01-13 21:02:29,20.8947,-156.47,80.6,54,20,17.27
104,Jacmel,HT,2021-01-13 21:02:29,18.2342,-72.5347,91.4,35,20,6.91
105,Kabalo,CD,2021-01-13 21:02:29,-6.05,26.9167,70.68,92,100,1.34
106,Boa Vista,BR,2021-01-13 21:01:30,2.8197,-60.6733,86.0,54,40,12.66
107,Hede,CN,2021-01-13 21:02:29,33.7681,120.2517,37.24,80,0,3.47
108,Severo-Kurilsk,RU,2021-01-13 21:02:30,50.6789,156.125,17.73,85,20,10.78
109,Tasiilaq,GL,2021-01-13 21:02:30,65.6145,-37.6368,32.0,86,90,32.21
110,Siero,ES,2021-01-13 21:02:30,43.3833,-5.6667,42.01,70,0,4.0
111,Myitkyina,MM,2021-01-13 21:02:30,25.3833,97.4,55.72,76,13,2.39
112,Sisimiut,GL,2021-01-13 21:02:30,66.9395,-53.6735,19.31,96,100,8.86
113,Carnarvon,AU,2021-01-13 21:02:30,-24.8667,113.6333,77.0,94,23,17.27
114,Rongcheng,CN,2021-01-13 21:02:30,30.634,117.8517,41.94,63,100,3.65
115,Tabou,CI,2021-01-13 21:02:30,4.423,-7.3528,78.44,84,67,6.46
116,Altay,CN,2021-01-13 21:02:30,47.8667,88.1167,3.67,84,100,1.7
117,Teguldet,RU,2021-01-13 21:02:30,57.3064,88.1667,-15.84,88,100,8.63
118,Lobito,AO,2021-01-13 21:02:30,-12.3481,13.5456,75.79,72,97,5.93
119,Nouadhibou,MR,2021-01-13 21:02:30,20.931,-17.0347,64.4,59,51,17.27
120,Antsohihy,MG,2021-01-13 21:02:30,-14.8796,47.9875,76.69,92,18,0.94
121,Kodiak,US,2021-01-13 21:02:30,57.79,-152.4072,32.0,93,20,10.22
122,Puerto Escondido,MX,2021-01-13 21:02:30,15.85,-97.0667,84.2,74,40,8.05
123,Telde,ES,2021-01-13 21:02:30,27.9924,-15.4192,64.4,63,40,14.97
124,Port Elizabeth,ZA,2021-01-13 21:02:31,-33.918,25.5701,69.8,94,90,8.05
125,Kunming,CN,2021-01-13 21:02:31,25.0389,102.7183,41.0,86,0,6.71
126,Samfya,ZM,2021-01-13 21:02:31,-11.3649,29.5565,67.33,90,100,5.64
127,Samana,DO,2021-01-13 21:02:31,19.2056,-69.3369,78.8,89,75,6.91
128,Lebu,CL,2021-01-13 21:02:31,-37.6167,-73.65,59.34,67,0,14.83
129,Morondava,MG,2021-01-13 21:02:31,-20.2833,44.2833,83.25,80,2,7.76
130,Zapolyarnyy,RU,2021-01-13 21:02:31,69.4154,30.8136,-0.4,65,75,14.97
131,Shouguang,CN,2021-01-13 21:02:31,36.88,118.7375,31.5,91,0,11.41
132,Mitzic,GA,2021-01-13 21:02:31,0.7821,11.549,67.46,96,99,6.38
133,Erenhot,CN,2021-01-13 21:02:31,43.6475,111.9767,7.95,93,100,9.15
134,Paita,PE,2021-01-13 20:59:07,-5.0892,-81.1144,84.2,54,0,19.57
135,Balkanabat,TM,2021-01-13 21:02:31,39.5108,54.3671,52.03,42,0,10.67
136,Cayenne,GF,2021-01-13 20:59:37,4.9333,-52.3333,78.8,94,90,5.75
137,Viesca,MX,2021-01-13 21:02:31,25.35,-102.8,60.8,29,75,3.44
138,Chapleau,CA,2021-01-13 21:02:31,47.8405,-83.4034,30.2,93,90,5.75
139,Dikson,RU,2021-01-13 21:02:31,73.5069,80.5464,-27.6,85,0,7.61
140,La Grande,US,2021-01-13 21:02:31,45.3246,-118.0877,46.0,46,0,3.0
141,Mount Isa,AU,2021-01-13 21:02:31,-20.7333,139.5,82.4,47,42,3.44
142,Bowen,AU,2021-01-13 21:02:31,-20.0167,148.2333,75.2,88,75,10.36
143,Arraial Do Cabo,BR,2021-01-13 21:02:31,-22.9661,-42.0278,82.4,69,0,18.41
144,Saint-Francois,FR,2021-01-13 21:02:32,46.4154,3.9054,44.6,93,90,14.97
145,Bredasdorp,ZA,2021-01-13 21:02:32,-34.5322,20.0403,69.8,78,100,10.36
146,Tyler,US,2021-01-13 21:02:32,32.3513,-95.3011,59.0,38,1,12.66
147,Butaritari,KI,2021-01-13 21:02:32,3.0707,172.7902,81.63,76,78,21.18
148,Souillac,MU,2021-01-13 21:02:32,-20.5167,57.5167,77.0,94,75,2.3
149,Perth,AU,2021-01-13 20:59:56,-31.9333,115.8333,63.0,51,0,17.27
150,Nantucket,US,2021-01-13 21:02:32,41.2835,-70.0995,37.99,65,1,8.05
151,Necochea,AR,2021-01-13 21:02:32,-38.5473,-58.7368,67.75,53,0,17.09
152,Ostrovnoy,RU,2021-01-13 21:02:32,68.0531,39.5131,3.83,93,75,22.3
153,Guerrero Negro,MX,2021-01-13 21:02:32,27.9769,-114.0611,72.7,20,0,4.9
154,Sao Filipe,CV,2021-01-13 21:02:32,14.8961,-24.4956,72.03,72,71,12.46
155,Tamale,GH,2021-01-13 20:59:22,9.4008,-0.8393,84.87,13,0,5.39
156,Oyama,JP,2021-01-13 21:02:32,36.3,139.8,41.0,93,20,1.14
157,Rorvik,NO,2021-01-13 21:02:32,64.8621,11.2373,17.6,73,0,4.61
158,Bubaque,GW,2021-01-13 21:02:33,11.2833,-15.8333,77.83,68,0,14.03
159,Luderitz,NA,2021-01-13 21:02:33,-26.6481,15.1594,67.28,81,27,5.39
160,Half Moon Bay,US,2021-01-13 21:02:33,37.4636,-122.4286,66.2,72,1,9.19
161,Muros,ES,2021-01-13 20:59:38,42.7762,-9.0603,46.99,88,4,2.59
162,Castra-Nova,RO,2021-01-13 21:02:33,44.1167,24.0167,33.01,74,0,11.5
163,Marsh Harbour,BS,2021-01-13 20:59:49,26.5412,-77.0636,73.02,74,68,4.18
164,Bluff,NZ,2021-01-13 21:02:33,-46.6,168.3333,59.0,94,16,10.0
165,Russell,US,2021-01-13 21:02:33,32.3502,-85.1999,51.8,37,90,4.61
166,Shimoda,JP,2021-01-13 21:02:34,34.6667,138.95,33.01,90,0,23.06
167,Ribeira Grande,PT,2021-01-13 21:02:34,38.5167,-28.7,60.8,88,40,8.05
168,Cabo San Lucas,MX,2021-01-13 21:02:34,22.8909,-109.9124,75.0,46,40,12.66
169,El Tigre,VE,2021-01-13 20:59:50,8.8875,-64.2454,83.61,54,41,13.4
170,Brownwood,US,2021-01-13 21:02:34,31.7093,-98.9912,60.8,29,1,14.97
171,Nurota,UZ,2021-01-13 21:02:34,40.5614,65.6886,30.2,80,0,9.22
172,Los Llanos De Aridane,ES,2021-01-13 20:59:41,28.6585,-17.9182,62.6,59,75,9.22
173,Alofi,NU,2021-01-13 21:02:34,-19.0595,-169.9187,82.4,83,75,6.91
174,Buraydah,SA,2021-01-13 20:59:34,26.326,43.975,53.6,66,0,4.61
175,Weatherford,US,2021-01-13 21:02:17,32.7593,-97.7972,64.4,34,1,11.5
176,Torbay,CA,2021-01-13 21:02:34,47.6666,-52.7314,30.0,86,90,4.61
177,Koumac,NC,2021-01-13 21:02:35,-20.5667,164.2833,77.67,91,100,4.68
178,La Roche-Sur-Yon,FR,2021-01-13 21:02:35,46.6667,-1.4333,44.6,100,75,5.75
179,Sangar,RU,2021-01-13 21:02:35,63.9242,127.4739,-42.32,80,86,4.92
180,Makakilo City,US,2021-01-13 21:01:41,21.3469,-158.0858,80.6,61,20,10.36
181,Camopi,GF,2021-01-13 21:02:35,3.1655,-52.3158,75.24,96,100,3.71
182,Vanavara,RU,2021-01-13 21:02:35,60.34,102.2797,-15.56,88,100,9.82
183,Peterhead,GB,2021-01-13 21:02:35,57.5058,-1.7981,33.8,93,90,2.3
184,Omsukchan,RU,2021-01-13 21:02:35,62.5333,155.8,-36.04,79,62,3.22
185,Sorong,ID,2021-01-13 21:02:35,-0.8833,131.25,81.81,82,86,9.26
186,Luganville,VU,2021-01-13 21:02:35,-15.5333,167.1667,81.14,82,98,7.09
187,Sao Joao Da Barra,BR,2021-01-13 21:02:35,-21.6403,-41.0511,84.2,58,0,20.71
188,Cherskiy,RU,2021-01-13 21:02:35,68.75,161.3,-13.95,89,100,3.56
189,Kodinsk,RU,2021-01-13 21:02:35,58.6881,99.1844,-15.9,87,100,5.66
190,Atar,MR,2021-01-13 21:02:35,20.5169,-13.0499,64.24,26,78,11.48
191,Barrow,US,2021-01-13 21:02:35,71.2906,-156.7887,-5.8,77,1,16.11
192,Visby,SE,2021-01-13 21:00:07,57.6409,18.296,33.01,100,90,9.22
193,Moorhead,US,2021-01-13 21:02:36,46.8739,-96.7676,39.2,70,1,9.22
194,Dickinson,US,2021-01-13 21:02:36,29.4608,-95.0513,60.01,44,1,6.91
195,Iqaluit,CA,2021-01-13 21:02:36,63.7506,-68.5145,-9.0,70,20,11.5
196,Santa Isabel Do Rio Negro,BR,2021-01-13 21:02:36,-0.4139,-65.0192,88.0,58,16,4.12
197,Chokurdakh,RU,2021-01-13 21:02:36,70.6333,147.9167,-33.99,83,78,5.01
198,Solton,RU,2021-01-13 21:02:36,52.8429,86.4787,-7.83,90,100,6.93
199,Mana,GF,2021-01-13 21:02:36,5.6592,-53.7767,79.29,78,67,11.68
200,Egvekinot,RU,2021-01-13 21:02:36,66.3167,-179.1667,-16.1,86,73,10.87
201,Port Lincoln,AU,2021-01-13 21:02:36,-34.7333,135.8667,58.73,70,13,8.41
202,Hargeysa,SO,2021-01-13 21:02:36,9.56,44.065,57.33,69,0,11.18
203,Pangnirtung,CA,2021-01-13 21:02:36,66.1451,-65.7125,-11.2,77,1,2.3
204,Saint George,US,2021-01-13 21:02:36,37.1041,-113.5841,55.99,23,1,1.39
205,Katsuura,JP,2021-01-13 21:02:36,35.1333,140.3,46.4,71,40,6.91
206,Sydney,AU,2021-01-13 21:01:01,-33.8679,151.2073,73.0,88,91,1.99
207,Kavieng,PG,2021-01-13 21:02:36,-2.5744,150.7967,82.98,74,85,14.65
208,Aklavik,CA,2021-01-13 21:02:37,68.2191,-135.0107,-9.4,77,61,1.14
209,Berdigestyakh,RU,2021-01-13 21:02:37,62.0989,126.6992,-43.01,80,60,3.47
210,Cam Ranh,VN,2021-01-13 21:02:37,11.9214,109.1591,64.4,77,20,3.44
211,Kaitangata,NZ,2021-01-13 21:02:37,-46.2817,169.8464,66.99,91,26,4.0
212,Anadyr,RU,2021-01-13 21:01:17,64.75,177.4833,-7.6,77,100,8.95
213,Kotaparh,IN,2021-01-13 21:02:20,19.15,82.35,61.03,65,18,2.95
214,Richards Bay,ZA,2021-01-13 20:59:09,-28.783,32.0377,74.55,89,87,2.91
215,Maragogi,BR,2021-01-13 20:59:49,-9.0122,-35.2225,79.16,75,11,8.86
216,Petropavlovsk-Kamchatskiy,RU,2021-01-13 21:02:37,53.0452,158.6483,-4.0,59,0,6.71
217,Cacaopera,SV,2021-01-13 21:02:37,13.7667,-88.0833,98.6,62,20,5.75
218,Upernavik,GL,2021-01-13 21:02:37,72.7868,-56.1549,10.35,96,100,17.65
219,Asau,RO,2021-01-13 21:02:37,46.4333,26.4,30.2,100,96,6.91
220,Fuengirola,ES,2021-01-13 21:02:37,36.54,-4.6247,53.6,50,0,12.66
221,Asfi,MA,2021-01-13 21:02:37,32.2994,-9.2372,53.85,74,0,14.2
222,Muscle Shoals,US,2021-01-13 20:58:13,34.7448,-87.6675,50.0,57,1,4.0
223,Hangu,CN,2021-01-13 21:02:37,39.2489,117.7892,28.0,86,0,6.71
224,Golden,US,2021-01-13 21:01:30,39.7555,-105.2211,57.2,26,40,18.41
225,Hami,CN,2021-01-13 21:02:38,42.8,93.45,15.33,86,68,3.24
226,Sojitra,IN,2021-01-13 21:02:38,22.55,72.7167,59.0,55,0,5.75
227,Chitungwiza,ZW,2021-01-13 21:02:38,-18.0127,31.0756,64.0,93,100,4.0
228,Acarau,BR,2021-01-13 21:02:38,-2.8856,-40.12,80.35,78,100,14.76
229,Rawson,AR,2021-01-13 21:02:38,-43.3002,-65.1023,75.27,28,60,24.74
230,Elko,US,2021-01-13 21:00:07,41.0002,-115.5012,57.2,41,40,12.66
231,Atchison,US,2021-01-13 21:02:38,39.563,-95.1216,55.99,45,48,12.41
232,Matamoros,MX,2021-01-13 21:02:38,25.5333,-103.25,60.8,29,75,3.44
233,Jinchang,CN,2021-01-13 21:02:38,38.4953,102.1739,27.61,71,60,11.88
234,Victor Harbor,AU,2021-01-13 21:02:38,-35.5667,138.6167,57.99,92,40,1.99
235,Maniitsoq,GL,2021-01-13 21:02:38,65.4167,-52.9,23.45,97,100,10.4
236,Ligayan,PH,2021-01-13 21:02:38,4.6533,119.4706,82.47,78,100,5.84
237,Sao Gabriel Da Cachoeira,BR,2021-01-13 21:00:28,-0.1303,-67.0892,81.7,87,97,1.01
238,Ivanjica,RS,2021-01-13 21:02:38,43.5803,20.2311,26.6,100,20,3.33
239,Mahebourg,MU,2021-01-13 21:02:39,-20.4081,57.7,77.0,94,75,2.3
240,Danielskuil,ZA,2021-01-13 21:02:39,-28.1887,23.5395,75.63,56,94,4.05
241,Muyezerskiy,RU,2021-01-13 21:02:39,63.9333,31.65,-14.55,89,97,5.06
242,Pevek,RU,2021-01-13 21:02:39,69.7008,170.3133,-19.57,89,99,4.99
243,Horana,LK,2021-01-13 21:02:39,6.7166,80.0619,77.0,94,20,2.3
244,Yeppoon,AU,2021-01-13 21:02:39,-23.1333,150.7333,73.4,73,30,5.75
245,Vila Velha,BR,2021-01-13 21:00:33,-20.3297,-40.2925,82.4,74,20,16.11
246,Ajaccio,FR,2021-01-13 20:58:30,42.0,8.9167,50.0,81,90,2.3
247,Karratha,AU,2021-01-13 21:02:39,-20.7377,116.8463,91.81,33,65,10.2
248,Komsomolskiy,UZ,2021-01-13 20:59:36,40.4272,71.7189,33.8,60,95,6.91
249,Burshtyn,UA,2021-01-13 21:02:40,49.2587,24.6278,28.63,97,99,9.91
250,Alta Floresta,BR,2021-01-13 21:02:40,-9.8756,-56.0861,82.4,78,90,5.75
251,Touros,BR,2021-01-13 21:02:40,-5.1989,-35.4608,82.4,69,20,16.11
252,Oriximina,BR,2021-01-13 21:02:40,-1.7656,-55.8661,84.58,72,95,1.32
253,Sedan,FR,2021-01-13 21:02:40,49.6667,5.0,41.0,95,100,5.01
254,Vilyuysk,RU,2021-01-13 21:02:40,63.7553,121.6247,-29.9,84,100,6.17
255,Aljezur,PT,2021-01-13 21:02:40,37.3191,-8.8033,39.0,7,0,1.01
256,Mackay,AU,2021-01-13 21:02:40,-21.15,149.2,75.99,88,75,9.22
257,Taoudenni,ML,2021-01-13 20:59:14,22.6783,-3.9836,63.72,27,0,12.01
258,Bud,US,2021-01-13 21:02:40,39.447,-86.1758,46.0,61,1,10.36
259,Ponta Do Sol,PT,2021-01-13 21:02:40,32.6667,-17.1,57.2,54,20,6.91
260,Arshan,RU,2021-01-13 21:02:40,46.2732,44.22,32.0,100,97,6.71
261,Boyolangu,ID,2021-01-13 21:02:41,-8.1181,111.8935,75.61,87,100,2.19
262,Boende,CD,2021-01-13 21:02:41,-0.2167,20.8667,75.85,73,86,2.13
263,Port Moresby,PG,2021-01-13 21:02:41,-9.4431,147.1797,75.2,100,20,9.22
264,Raudeberg,NO,2021-01-13 20:59:46,61.9875,5.1352,30.2,64,0,11.5
265,Cuamba,MZ,2021-01-13 21:02:41,-14.8031,36.5372,71.26,93,100,2.35
266,Ryotsu,JP,2021-01-13 21:02:41,38.0833,138.4333,50.13,64,82,28.97
267,Havre-Saint-Pierre,CA,2021-01-13 21:02:41,50.2334,-63.5986,15.8,86,40,2.3
268,Langres,FR,2021-01-13 21:02:41,47.8333,5.3333,46.4,87,90,5.75
269,Oxapampa,PE,2021-01-13 21:02:41,-10.5775,-75.4017,72.57,65,29,4.16
270,Mutoko,ZW,2021-01-13 21:02:41,-17.397,32.2268,65.25,97,100,7.0
271,Vagur,FO,2021-01-13 21:02:41,61.4732,-6.8119,41.76,75,100,27.13
272,Caravelas,BR,2021-01-13 21:02:41,-17.7125,-39.2481,79.2,73,0,6.69
273,Adrar,MR,2021-01-13 20:59:39,20.5022,-10.0711,65.64,25,0,12.59
274,Otavalo,EC,2021-01-13 21:02:42,0.2333,-78.2667,73.4,43,75,12.66
275,Jinxiang,CN,2021-01-13 21:02:42,27.4327,120.6062,46.44,58,0,4.43
276,Chigorodo,CO,2021-01-13 21:02:42,7.6664,-76.6811,83.73,75,100,5.1
277,Codrington,AU,2021-01-13 21:02:42,-38.2667,141.9667,55.18,85,1,6.26
278,San Luis Jilotepeque,GT,2021-01-13 21:02:42,14.65,-89.7333,86.0,45,75,11.5
279,Divnomorskoye,RU,2021-01-13 21:02:42,44.5011,38.1353,48.0,87,100,5.23
280,Kishtwar,IN,2021-01-13 21:02:42,33.3167,75.7667,38.46,52,0,6.51
281,Atambua,ID,2021-01-13 21:02:01,-9.1061,124.8925,75.27,85,100,2.64
282,Camacha,PT,2021-01-13 20:59:09,33.0833,-16.3333,57.2,62,20,6.91
283,Chenzhou,CN,2021-01-13 21:02:42,25.8,113.0333,46.63,52,15,3.27
284,Wajir,KE,2021-01-13 21:00:23,1.7471,40.0573,83.75,28,0,7.2
285,Brae,GB,2021-01-13 21:02:42,60.3964,-1.353,37.4,65,40,13.8
286,Dunedin,NZ,2021-01-13 20:59:03,-45.8742,170.5036,64.44,71,51,0.58
287,Chuy,UY,2021-01-13 21:02:42,-33.6971,-53.4616,69.17,49,0,11.61
288,Kruisfontein,ZA,2021-01-13 21:02:42,-34.0033,24.7314,71.01,89,98,5.99
289,Khani,GE,2021-01-13 21:02:43,41.9563,42.9566,57.2,72,90,4.61
290,Alamogordo,US,2021-01-13 20:59:33,32.8995,-105.9603,57.99,10,1,12.66
291,Muravlenko,RU,2021-01-13 21:02:43,63.7898,74.523,-0.22,92,47,19.04
292,Key West,US,2021-01-13 20:58:06,24.5557,-81.7826,69.8,78,75,8.05
293,Polunochnoye,RU,2021-01-13 21:02:43,60.8697,60.4153,-7.71,82,0,2.55
294,Mpika,ZM,2021-01-13 21:02:43,-11.8343,31.4529,64.49,93,100,3.96
