City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Vestmannaeyjar,IS,2021-01-13 20:59:57,63.4427,-20.2734,44.69,79,100,9.13
296,Hofn,IS,2021-01-13 21:02:43,64.2539,-15.2082,40.14,91,100,17.78
297,Khandyga,RU,2021-01-13 21:02:43,62.6667,135.6,-48.1,76,41,1.23
298,Mimongo,GA,2021-01-13 21:02:43,-1.6195,11.6068,68.13,94,100,3.78
299,Appleton,US,2021-01-13 21:02:43,44.2619,-88.4154,39.0,60,75,6.38
300,Mizdah,LY,2021-01-13 21:02:43,31.4451,12.9801,46.11,60,0,7.61
301,Rantepao,ID,2021-01-13 21:02:44,-2.9701,119.8978,68.77,87,100,1.77
302,Port Hardy,CA,2021-01-13 21:00:00,50.6996,-127.4199,44.6,81,75,5.75
303,Vasai,IN,2021-01-13 21:02:44,19.47,72.8,75.2,78,0,3.44
304,Storforshei,NO,2021-01-13 21:02:44,66.4043,14.5233,6.01,85,0,2.3
305,Baiyin,CN,2021-01-13 21:02:44,36.5583,104.2081,21.2,23,0,4.47
306,Klaksvik,FO,2021-01-13 21:02:44,62.2266,-6.589,39.2,81,40,18.41
307,Ahipara,NZ,2021-01-13 21:02:44,-35.1667,173.1667,69.44,67,12,4.97
308,Winnemucca,US,2021-01-13 20:58:03,40.973,-117.7357,55.18,55,76,22.15
309,Terney,RU,2021-01-13 21:02:44,45.0503,136.6092,11.41,85,0,12.28
310,Kanye,BW,2021-01-13 21:02:44,-24.9667,25.3327,75.2,51,79,2.55
311,Inhambane,MZ,2021-01-13 21:02:44,-23.865,35.3833,78.87,85,0,6.89
312,Prince Rupert,CA,2021-01-13 21:02:44,54.3161,-130.3201,44.6,75,40,9.22
313,Gorom-Gorom,BF,2021-01-13 21:02:44,14.4439,-0.2361,76.39,16,0,9.55
314,Padang,ID,2021-01-13 20:59:29,-0.9492,100.3543,77.05,74,98,5.77
315,Haimen,CN,2021-01-13 21:02:45,23.1935,116.6142,41.0,87,0,5.26
316,Nouakchott,MR,2021-01-13 21:02:45,18.0858,-15.9785,69.8,19,6,12.66
317,Santa Marta,CO,2021-01-13 21:00:07,11.2408,-74.199,88.0,57,100,14.0
318,Paamiut,GL,2021-01-13 21:02:45,61.994,-49.6678,25.52,97,100,13.15
319,Saint Anthony,US,2021-01-13 21:02:45,45.0205,-93.218,41.0,70,90,4.61
320,Launceston,AU,2021-01-13 21:02:45,-41.45,147.1667,59.0,67,0,4.61
321,Noumea,NC,2021-01-13 21:02:45,-22.2763,166.4572,80.01,94,0,3.44
322,Nabire,ID,2021-01-13 21:02:45,-3.3667,135.4833,76.71,81,92,3.27
323,Bayir,TR,2021-01-13 21:02:45,37.2687,28.2167,48.2,87,75,5.75
324,Jalu,LY,2021-01-13 21:02:45,29.0331,21.5482,57.78,49,86,15.48
325,Rio Verde De Mato Grosso,BR,2021-01-13 21:02:46,-18.9181,-54.8442,91.27,48,43,4.56
326,Imbituba,BR,2021-01-13 21:00:11,-28.24,-48.6703,78.8,69,40,14.97
327,Carolina,PR,2021-01-13 21:02:46,18.3808,-65.9574,82.99,65,20,16.11
328,Porto Velho,BR,2021-01-13 20:58:18,-8.7619,-63.9039,78.8,94,75,9.22
329,Oranjemund,NA,2021-01-13 21:02:46,-28.55,16.4333,67.1,82,6,2.82
330,Nicoya,CR,2021-01-13 21:02:46,10.1483,-85.452,89.6,37,0,19.57
331,Vega De Alatorre,MX,2021-01-13 21:02:46,20.0333,-96.6333,64.89,62,86,13.4
332,Constitucion,CL,2021-01-13 21:02:46,-35.3333,-72.4167,65.19,47,0,16.58
333,Marinette,US,2021-01-13 21:02:46,45.1,-87.6307,39.2,65,1,4.61
334,Alice Springs,AU,2021-01-13 21:02:46,-23.7,133.8833,77.0,49,0,4.61
335,Santa Rosalia,MX,2021-01-13 21:02:46,27.3167,-112.2833,66.81,27,0,14.0
336,Pisco,PE,2021-01-13 20:59:11,-13.7,-76.2167,77.0,65,0,21.85
337,Lae,PG,2021-01-13 21:02:46,-6.7221,146.9847,75.2,88,40,5.75
338,Dasuya,IN,2021-01-13 21:02:47,31.8183,75.6597,44.49,60,0,0.83
339,Imeni Poliny Osipenko,RU,2021-01-13 21:02:47,52.4201,136.4853,-12.55,88,100,9.06
340,Northam,GB,2021-01-13 21:02:47,51.0333,-4.2167,48.99,99,100,7.0
341,Eregli,TR,2021-01-13 21:02:47,37.5133,34.0467,40.64,84,99,4.12
342,Palm Coast,US,2021-01-13 20:59:55,29.585,-81.2078,55.0,76,90,11.5
343,Clyde River,CA,2021-01-13 21:02:47,70.4692,-68.5914,-11.2,77,20,6.91
344,San Julian,MX,2021-01-13 21:02:47,21.0167,-102.1667,66.96,26,99,6.06
345,Floro,NO,2021-01-13 21:02:47,61.5996,5.0328,28.4,64,0,9.22
346,Bismarck,US,2021-01-13 20:58:01,46.8083,-100.7837,48.2,53,1,9.22
347,Les Escoumins,CA,2021-01-13 21:02:47,48.1111,-69.0236,32.0,86,94,16.11
348,Norman Wells,CA,2021-01-13 21:02:47,65.282,-126.8329,5.0,85,90,18.41
349,Husavik,IS,2021-01-13 21:02:47,66.0449,-17.3389,44.6,53,90,14.97
350,La Plata,AR,2021-01-13 21:00:03,-34.9215,-57.9545,78.01,27,0,1.99
351,Almansa,ES,2021-01-13 21:02:47,38.8692,-1.0971,45.0,53,0,8.01
352,Khatanga,RU,2021-01-13 21:02:48,71.9667,102.5,-27.26,84,100,13.09
353,Pacifica,US,2021-01-13 21:02:48,37.6138,-122.4869,66.2,72,75,4.61
354,Narsaq,GL,2021-01-13 21:02:48,60.9167,-46.05,30.2,80,90,4.61
355,Benalla,AU,2021-01-13 21:02:48,-36.55,145.9833,68.0,49,0,1.14
356,Brunswick,US,2021-01-13 21:02:48,41.2381,-81.8418,46.4,53,75,14.97
357,Bridlington,GB,2021-01-13 21:02:48,54.0831,-0.1919,36.0,87,100,5.55
358,Iracoubo,GF,2021-01-13 21:02:48,5.4802,-53.2011,79.07,80,60,12.82
359,Sobolevo,RU,2021-01-13 21:02:48,54.4299,31.8996,16.25,96,100,13.8
360,Sharlyk,RU,2021-01-13 21:02:48,52.9167,54.75,-5.12,89,100,12.53
361,Conceicao Do Araguaia,BR,2021-01-13 21:02:48,-8.2578,-49.2647,82.29,79,28,5.21
362,Faya,SA,2021-01-13 21:02:48,18.3851,42.4509,51.8,76,0,1.72
363,Wanning,CN,2021-01-13 21:02:49,18.8003,110.3967,56.12,81,28,6.49
364,Buala,SB,2021-01-13 21:02:49,-8.145,159.5921,82.08,75,69,7.67
365,Ulaangom,MN,2021-01-13 21:02:49,49.9811,92.0667,-3.87,91,100,0.92
366,Gigmoto,PH,2021-01-13 21:02:49,13.7796,124.39,78.19,91,100,17.43
367,Coihaique,CL,2021-01-13 21:02:49,-45.5752,-72.0662,69.8,46,0,4.61
368,Beringovskiy,RU,2021-01-13 21:02:49,63.05,179.3167,-11.87,89,100,10.16
369,East London,ZA,2021-01-13 21:02:49,-33.0153,27.9116,73.36,90,100,14.61
370,Fort Smith,US,2021-01-13 21:00:57,35.3859,-94.3986,55.4,35,1,9.22
371,Katherine,AU,2021-01-13 21:02:49,-14.4667,132.2667,80.6,78,80,3.44
372,Northallerton,GB,2021-01-13 21:02:49,54.339,-1.4324,33.8,100,75,2.3
373,Sinnamary,GF,2021-01-13 21:02:49,5.3833,-52.95,79.16,80,59,12.53
374,Majene,ID,2021-01-13 21:02:49,-3.5403,118.9707,78.04,84,99,4.63
375,Okha,RU,2021-01-13 21:02:49,53.5739,142.9478,-7.37,87,100,11.52
376,Waitati,NZ,2021-01-13 21:02:49,-45.75,170.5667,67.87,62,37,3.0
377,Akonolinga,CM,2021-01-13 21:02:50,3.7667,12.25,71.33,87,2,4.72
378,Laguna,US,2021-01-13 21:02:50,38.421,-121.4238,66.0,68,1,5.19
379,Opmeer,NL,2021-01-13 21:02:50,52.7067,4.9444,39.99,87,98,1.01
380,Pacific Grove,US,2021-01-13 21:02:50,36.6177,-121.9166,66.0,55,1,3.44
381,Grand Gaube,MU,2021-01-13 21:02:50,-20.0064,57.6608,78.01,82,14,3.0
382,San Cristobal,VE,2021-01-13 21:02:50,7.7669,-72.225,84.2,58,40,8.05
383,Kalmunai,LK,2021-01-13 21:02:50,7.4167,81.8167,74.71,93,100,2.98
384,Villamontes,BO,2021-01-13 21:02:23,-21.25,-63.5,79.72,65,99,3.91
385,Sinazongwe,ZM,2021-01-13 21:02:50,-17.2614,27.4618,75.76,79,9,4.88
386,Mandalgovi,MN,2021-01-13 21:02:50,45.7625,106.2708,3.81,87,70,4.92
387,Bonavista,CA,2021-01-13 21:02:50,48.6499,-53.1147,28.4,80,46,1.14
388,Ancud,CL,2021-01-13 21:02:50,-41.8697,-73.8203,66.2,55,0,9.22
389,Porbandar,IN,2021-01-13 21:02:50,21.6422,69.6093,64.71,41,0,7.56
390,Kieta,PG,2021-01-13 21:02:50,-6.2167,155.6333,81.75,72,96,3.87
391,Tiznit,MA,2021-01-13 21:00:30,29.5833,-9.5,50.86,59,0,1.03
392,Saquena,PE,2021-01-13 21:02:51,-4.6667,-73.5167,76.69,91,98,5.5
393,Calvinia,ZA,2021-01-13 21:02:51,-31.4707,19.776,82.08,26,0,5.5
394,Ayame,CI,2021-01-13 21:02:51,5.6083,-3.1563,74.97,92,16,4.07
395,La Ronge,CA,2021-01-13 21:02:51,55.1001,-105.2842,23.0,80,100,4.61
396,Kaliganj,BD,2021-01-13 21:02:51,23.4095,89.1402,57.99,58,0,5.37
397,Belozerskoye,RU,2021-01-13 21:02:51,55.8214,65.5842,-20.83,85,0,4.38
398,Herrin,US,2021-01-13 20:58:23,37.8031,-89.0276,50.0,46,1,13.8
399,Kaeo,NZ,2021-01-13 21:02:51,-35.1,173.7833,72.0,77,10,5.99
400,Baruun-Urt,MN,2021-01-13 21:02:51,46.6806,113.2792,-6.83,83,100,1.36
401,Hamilton,US,2021-01-13 20:58:08,39.1834,-84.5333,46.99,49,75,13.8
402,Mongoumba,CF,2021-01-13 21:02:51,3.6415,18.5936,75.97,23,17,1.97
403,Uchaly,RU,2021-01-13 21:02:51,54.2996,59.4521,-16.85,89,0,3.53
404,Haines Junction,CA,2021-01-13 21:02:51,60.7522,-137.5108,8.6,85,100,1.14
405,Arrifes,PT,2021-01-13 21:02:51,37.7667,-25.7,62.01,94,75,8.05
406,Pringsewu,ID,2021-01-13 21:02:51,-5.3582,104.9744,72.16,93,100,2.77
407,Lulea,SE,2021-01-13 21:02:52,65.5842,22.1547,-14.8,84,20,5.75
408,Roma,US,2021-01-13 20:58:05,43.2128,-75.4557,35.01,69,90,6.91
409,Ailigandi,PA,2021-01-13 21:02:52,9.2333,-78.0167,81.0,81,77,7.09
410,Campbell River,CA,2021-01-13 20:59:30,50.0163,-125.2446,45.0,70,20,2.64
411,Palakollu,IN,2021-01-13 21:02:52,16.5333,81.7333,67.75,96,0,3.49
412,Ca Mau,VN,2021-01-13 21:00:13,9.1769,105.15,68.92,86,100,2.77
413,Gold Coast,AU,2021-01-13 21:02:52,-28.0,153.4333,75.99,83,53,4.61
414,Pinheiral,BR,2021-01-13 21:02:52,-22.5128,-44.0006,77.45,91,94,5.53
415,Fort Nelson,CA,2021-01-13 21:02:52,58.8053,-122.7002,19.4,73,40,5.75
416,Srednekolymsk,RU,2021-01-13 21:02:52,67.45,153.6833,-24.59,86,100,6.29
417,Vostochnyy,RU,2021-01-13 21:02:52,55.8167,37.8667,10.0,78,40,20.13
418,Gastello,RU,2021-01-13 21:02:52,49.1167,142.9667,9.93,89,100,10.45
419,Mujiayingzi,CN,2021-01-13 21:02:52,42.1167,118.7833,3.49,86,81,1.77
420,Novorozhdestvenskaya,RU,2021-01-13 21:02:52,45.8619,39.9542,43.86,95,100,9.24
421,Labuhan,ID,2021-01-13 21:02:53,-6.8844,112.2051,77.38,86,100,7.31
422,Basco,PH,2021-01-13 21:02:53,20.4487,121.9702,70.29,78,78,22.12
423,Alto Piquiri,BR,2021-01-13 21:02:53,-24.0281,-53.4406,76.98,88,100,6.49
424,Zhangye,CN,2021-01-13 21:02:53,38.9342,100.4517,23.97,72,100,7.47
425,Cortez,US,2021-01-13 21:02:53,37.3489,-108.5859,46.99,30,1,9.22
426,Coquimbo,CL,2021-01-13 21:01:36,-29.9533,-71.3436,64.4,68,0,16.11
427,Kungurtug,RU,2021-01-13 21:02:53,50.5994,97.5228,-2.24,88,99,2.35
428,Nanortalik,GL,2021-01-13 21:02:53,60.1432,-45.2371,29.91,94,100,15.39
429,Simao,CN,2021-01-13 21:02:53,22.7886,100.9748,44.24,95,61,0.94
430,Ritchie,ZA,2021-01-13 21:02:53,-29.038,24.6028,68.0,77,30,10.36
431,Chama,CH,2021-01-13 20:59:54,47.1821,8.4636,37.0,93,90,3.44
432,Ketchikan,US,2021-01-13 21:02:53,55.3422,-131.6461,39.2,93,75,8.05
433,Ishinomaki,JP,2021-01-13 21:02:53,38.4167,141.3,35.6,69,75,8.05
434,Menongue,AO,2021-01-13 21:02:53,-14.6585,17.691,66.15,91,100,2.42
435,Rafai,CF,2021-01-13 21:02:53,4.95,23.9167,72.37,33,77,1.1
436,Xining,CN,2021-01-13 21:02:53,36.6167,101.7667,14.77,59,0,2.91
437,Pithora,IN,2021-01-13 21:02:54,21.2667,82.5167,57.81,37,0,3.56
438,Belmonte,BR,2021-01-13 21:02:54,-15.8631,-38.8828,78.8,78,40,10.36
439,Beroroha,MG,2021-01-13 21:02:54,-21.6667,45.1667,79.52,76,91,4.38
440,Ushtobe,KZ,2021-01-13 21:02:54,45.2514,77.9838,3.94,95,99,2.21
441,Rio Gallegos,AR,2021-01-13 21:01:13,-51.6226,-69.2181,71.6,24,0,6.91
442,Naryan-Mar,RU,2021-01-13 21:00:06,67.6713,53.087,-10.19,86,67,11.32
443,Biltine,TD,2021-01-13 21:02:54,14.5333,20.9167,67.3,22,0,6.31
444,Felanitx,ES,2021-01-13 21:02:54,39.4696,3.1483,46.99,93,0,2.3
445,Abong Mbang,CM,2021-01-13 21:02:54,3.9833,13.1833,72.12,30,85,2.77
446,Olafsvik,IS,2021-01-13 21:02:54,64.8945,-23.7142,41.74,86,100,11.7
447,Lagoa,PT,2021-01-13 20:59:12,39.05,-27.9833,60.19,86,100,15.19
448,Gobabis,NA,2021-01-13 21:02:54,-22.45,18.9667,73.18,72,79,9.64
449,Arman,RU,2021-01-13 21:02:54,59.7,150.1667,-7.89,82,87,5.12
450,Plettenberg Bay,ZA,2021-01-13 21:02:54,-34.0527,23.3716,70.0,89,13,13.53
451,Nizhnevartovsk,RU,2021-01-13 21:02:54,60.9344,76.5531,5.0,78,40,13.42
452,Port Blair,IN,2021-01-13 21:02:54,11.6667,92.75,76.95,76,0,10.4
453,Kashi,CN,2021-01-13 21:02:54,39.4547,75.9797,37.4,44,0,4.47
454,Lompoc,US,2021-01-13 20:58:10,34.6391,-120.4579,69.01,59,1,9.22
455,Cacapava Do Sul,BR,2021-01-13 21:02:55,-30.5122,-53.4914,72.72,60,0,13.29
456,Isangel,VU,2021-01-13 21:02:55,-19.55,169.2667,81.41,82,99,8.68
457,Senneterre,CA,2021-01-13 20:59:03,48.3835,-77.2328,30.2,93,90,8.05
458,Healdsburg,US,2021-01-13 21:02:55,38.6105,-122.8692,64.0,82,90,1.9
459,Lorengau,PG,2021-01-13 21:02:55,-2.0226,147.2712,82.62,74,100,8.66
460,San Pedro,PH,2021-01-13 21:02:55,14.35,121.0167,75.2,83,20,2.3
461,Harindanga,IN,2021-01-13 21:02:55,22.0383,88.3214,62.6,77,40,4.61
462,Pasighat,IN,2021-01-13 21:02:55,28.0667,95.3333,57.58,69,0,2.86
463,Galveston,US,2021-01-13 21:02:09,29.3669,-94.9669,60.01,47,1,10.36
464,Lamin,GM,2021-01-13 21:02:55,13.3522,-16.4339,78.21,33,0,8.77
465,Kyshtovka,RU,2021-01-13 21:02:55,56.555,76.6271,-15.43,89,100,6.91
466,Chake Chake,TZ,2021-01-13 21:02:56,-5.2459,39.7666,77.38,83,0,9.6
467,Kizilskoye,RU,2021-01-13 21:02:56,52.7255,58.8937,-19.73,87,79,1.59
468,Norwich,GB,2021-01-13 21:01:50,52.6278,1.2983,37.4,87,75,4.61
469,Staryy Nadym,RU,2021-01-13 21:02:56,65.6118,72.6842,2.84,90,65,16.55
470,Pontianak,ID,2021-01-13 21:02:56,-0.0333,109.3333,75.2,100,90,2.3
471,Boddam,GB,2021-01-13 21:02:56,57.4667,-1.7833,33.8,93,90,2.3
472,Vardo,NO,2021-01-13 21:02:56,70.3705,31.1107,6.8,78,40,23.4
473,Itarema,BR,2021-01-13 21:02:56,-2.9248,-39.9167,80.37,76,80,13.4
474,High Level,CA,2021-01-13 21:02:56,58.5169,-117.136,28.4,64,20,6.91
475,Amboasary,MG,2021-01-13 21:02:56,-25.0333,46.3833,80.6,89,75,4.61
476,Tanabe,JP,2021-01-13 21:02:14,33.7333,135.3667,42.96,75,0,4.83
477,Kapoeta,SS,2021-01-13 21:02:56,4.7717,33.5903,84.15,27,35,11.05
478,Port Macquarie,AU,2021-01-13 21:02:56,-31.4333,152.9167,72.0,99,14,1.99
479,Linxia,CN,2021-01-13 21:02:57,35.6003,103.2064,25.02,55,0,5.14
480,Vitim,RU,2021-01-13 21:02:57,59.4511,112.5578,-12.8,85,100,11.7
481,Veraval,IN,2021-01-13 21:02:57,20.9,70.3667,69.87,42,18,8.52
482,Pareora,NZ,2021-01-13 21:02:57,-44.4871,171.2132,63.23,86,67,9.31
483,Kenai,US,2021-01-13 21:02:57,60.5544,-151.2583,30.0,93,40,3.44
484,Klyuchi,RU,2021-01-13 21:02:57,52.2667,79.1667,-24.34,86,18,6.64
485,Shache,CN,2021-01-13 21:02:57,38.4167,77.2406,30.79,61,0,5.44
486,San Jose,US,2021-01-13 20:59:20,37.3394,-121.895,68.0,63,75,4.61
487,Praia,CV,2021-01-13 20:59:12,14.9215,-23.5087,71.6,68,75,20.71
488,Dzhida,RU,2021-01-13 21:02:57,50.6772,106.1806,-9.6,84,100,2.24
489,Nelson Bay,AU,2021-01-13 21:02:57,-32.7167,152.15,69.01,94,0,3.44
490,Kiunga,PG,2021-01-13 21:02:57,-6.1219,141.2906,73.42,98,100,2.01
491,Venado Tuerto,AR,2021-01-13 21:02:57,-33.7456,-61.9688,93.65,15,0,12.21
492,Camana,PE,2021-01-13 21:02:57,-16.6228,-72.7111,73.62,66,77,7.81
493,Hulan Ergi,CN,2021-01-13 21:02:57,47.2042,123.6333,-6.92,83,0,7.05
494,Tyrma,RU,2021-01-13 21:02:57,50.0833,132.1667,-4.95,90,99,2.8
495,Qasigiannguit,GL,2021-01-13 21:02:58,68.8193,-51.1922,24.8,86,75,12.66
496,Thai Binh,VN,2021-01-13 21:02:58,20.45,106.3333,55.4,71,0,4.61
497,Krasnoselkup,RU,2021-01-13 21:02:58,65.7,82.4667,13.86,96,100,15.39
498,Sabang,ID,2021-01-13 21:02:58,5.8933,95.3214,80.71,79,100,19.57
499,Vana-Vigala,EE,2021-01-13 21:02:58,58.7806,24.2522,24.01,96,100,1.01
500,Moctezuma,MX,2021-01-13 21:02:58,29.8,-109.6667,71.11,18,0,5.57
501,Astana,KZ,2021-01-13 21:02:58,51.1801,71.446,-20.2,76,0,4.47
502,Aswan,EG,2021-01-13 20:59:24,24.0934,32.907,65.12,31,3,4.16
503,Monrovia,LR,2021-01-13 20:59:18,6.3005,-10.7969,78.8,94,40,8.01
504,Przhevalskoye,RU,2021-01-13 21:02:58,55.5093,31.8482,15.24,96,100,11.52
505,Sitka,US,2021-01-13 21:02:58,57.0531,-135.33,35.6,93,90,6.91
506,Iaciara,BR,2021-01-13 21:02:58,-14.0958,-46.6317,79.18,75,75,5.26
507,Kelso,US,2021-01-13 21:02:58,46.1468,-122.9084,51.8,54,1,3.6
508,San Rafael,AR,2021-01-13 21:01:56,-34.6177,-68.3301,81.93,44,58,18.72
509,Itoman,JP,2021-01-13 21:02:58,26.1247,127.6694,59.0,63,75,5.75
510,Puerto Maldonado,PE,2021-01-13 21:02:59,-12.6,-69.1833,78.8,94,75,3.44
511,Tilichiki,RU,2021-01-13 21:02:59,60.4667,166.1,-25.08,83,12,7.96
512,Ossora,RU,2021-01-13 21:02:59,59.2353,163.0719,-7.92,87,100,4.61
513,Harper,LR,2021-01-13 20:59:22,4.375,-7.7169,78.84,81,51,5.84
514,Mumford,GH,2021-01-13 21:02:59,5.2618,-0.759,80.11,82,57,14.43
515,Sioux Lookout,CA,2021-01-13 21:02:59,50.1001,-91.917,26.6,93,90,3.44
516,Dodge City,US,2021-01-13 20:58:16,37.7528,-100.0171,68.0,19,1,13.8
517,Khanu Woralaksaburi,TH,2021-01-13 21:02:59,16.0617,99.8606,66.0,67,20,2.89
518,Nordfjordeid,NO,2021-01-13 21:02:59,61.9063,5.9915,21.2,73,0,10.36
519,Comodoro Rivadavia,AR,2021-01-13 21:02:59,-45.8667,-67.5,66.2,68,0,11.5
520,Raja Sansi,IN,2021-01-13 21:02:59,31.7192,74.7978,48.2,93,90,1.25
521,Salinopolis,BR,2021-01-13 20:59:09,-0.6136,-47.3561,79.57,85,100,10.27
522,Olinda,BR,2021-01-13 21:02:59,-8.0089,-34.8553,80.6,65,75,6.91
523,Baghdad,IQ,2021-01-13 20:58:47,33.3406,44.4009,55.4,47,0,8.05
524,Hammerfest,NO,2021-01-13 21:02:59,70.6634,23.6821,24.8,80,0,10.36
525,Sitges,ES,2021-01-13 21:02:59,41.2351,1.8119,45.0,70,0,18.41
526,Mayo,US,2021-01-13 21:02:59,38.8876,-76.5119,46.99,70,1,6.91
527,Puerto Leguizamo,CO,2021-01-13 20:59:42,-0.1934,-74.7819,75.06,80,99,0.6
528,Port-Gentil,GA,2021-01-13 21:02:59,-0.7193,8.7815,78.8,83,20,6.91
529,Ixtapa,MX,2021-01-13 21:02:29,20.7,-105.2,71.6,64,90,8.05
530,Bonthe,SL,2021-01-13 21:03:00,7.5264,-12.505,79.34,84,0,8.68
531,Inuvik,CA,2021-01-13 21:03:00,68.3499,-133.7218,-9.4,77,26,1.14
532,Newark,US,2021-01-13 20:58:21,40.7357,-74.1724,42.8,49,90,13.8
533,Dandong,CN,2021-01-13 21:01:06,40.1292,124.3947,16.66,82,0,5.08
534,Erzurum,TR,2021-01-13 20:58:37,40.0,41.5,42.8,52,75,13.8
535,Kambar,PK,2021-01-13 21:03:00,27.5868,68.001,58.26,25,27,0.74
536,Namwala,ZM,2021-01-13 21:03:00,-15.7504,26.4384,68.47,96,100,4.36
537,Bahia Honda,CU,2021-01-13 21:03:00,22.9036,-83.1592,74.82,85,67,11.21
538,Leshukonskoye,RU,2021-01-13 21:03:00,64.8989,45.7622,-14.69,86,94,4.0
539,Ust-Tsilma,RU,2021-01-13 21:03:00,65.441,52.1498,-12.48,85,87,3.4
540,Tautira,PF,2021-01-13 21:03:00,-17.7333,-149.15,86.0,66,40,5.75
541,La Orilla,MX,2021-01-13 21:03:00,17.9833,-102.2333,82.69,47,93,8.7
542,Laibin,CN,2021-01-13 21:03:00,23.7,109.2667,55.38,32,98,1.07
543,Prince George,CA,2021-01-13 21:03:00,53.9166,-122.753,36.0,64,40,9.22
544,Mackenzie,CA,2021-01-13 21:03:01,55.2999,-123.1698,17.6,93,20,3.44
545,Kuah,MY,2021-01-13 21:03:01,6.3265,99.8432,78.8,78,20,4.61
546,Broome,US,2021-01-13 20:58:18,42.2506,-75.833,34.0,74,90,5.75
547,Iskateley,RU,2021-01-13 20:59:15,67.6803,53.1512,-10.28,86,72,11.27
548,Osoyoos,CA,2021-01-13 21:03:01,49.0331,-119.4524,50.0,29,13,16.11
549,Vao,NC,2021-01-13 21:03:01,-22.6667,167.4833,77.22,84,95,18.5
550,Axim,GH,2021-01-13 21:03:01,4.8699,-2.2405,79.68,83,0,8.39
551,Williams Lake,CA,2021-01-13 21:00:00,52.1415,-122.1445,28.4,86,90,2.3
552,Margate,GB,2021-01-13 21:03:01,51.3813,1.3862,44.01,91,100,1.99
553,Santa Fe,AR,2021-01-13 20:58:42,-31.6333,-60.7,91.0,24,0,5.01
554,Kloulklubed,PW,2021-01-13 21:03:01,7.0419,134.2556,77.0,94,75,4.61
555,Jackson,US,2021-01-13 21:00:46,42.4165,-122.8345,59.0,71,40,3.44
556,Ormara,PK,2021-01-13 21:03:02,25.2088,64.6357,68.85,37,94,0.67
557,Terrace Bay,CA,2021-01-13 21:03:02,48.7834,-87.1,32.0,86,90,3.44
558,Belen,TR,2021-01-13 21:03:02,36.4891,36.2233,51.8,100,75,2.3
559,Lapy,PL,2021-01-13 21:03:02,52.9911,22.8842,28.0,92,100,8.01
560,Inverell,AU,2021-01-13 21:03:02,-29.7833,151.1167,69.01,84,0,0.94
561,Shingu,JP,2021-01-13 21:03:02,33.7333,135.9833,40.41,79,0,6.24
562,Nizhnyaya Tavda,RU,2021-01-13 21:03:02,57.6731,66.1725,-18.74,86,0,4.94
563,Tema,GH,2021-01-13 21:03:02,5.667,-0.0166,80.6,78,0,12.66
564,Gornopravdinsk,RU,2021-01-13 21:03:02,60.05,69.9,-18.58,88,62,5.95
565,Bolobo,CD,2021-01-13 21:03:02,-2.1667,16.2333,74.28,88,90,3.8
566,Kemijarvi,FI,2021-01-13 21:03:02,66.7131,27.4306,-5.71,90,67,3.22
567,Soria,ES,2021-01-13 20:59:01,41.6667,-2.6667,30.0,90,69,1.01
568,Sayyan,YE,2021-01-13 21:03:02,15.1718,44.3244,42.08,65,0,2.48
569,Kodino,RU,2021-01-13 21:03:02,63.7198,39.6447,-19.5,87,0,3.74
570,Bandarbeyla,SO,2021-01-13 21:03:03,9.4942,50.8122,73.02,78,27,24.76
571,Moree,AU,2021-01-13 21:00:25,-29.4667,149.85,69.8,68,0,9.22
572,Bemidji,US,2021-01-13 21:03:03,47.4736,-94.8803,41.0,52,75,6.91
573,Hovd,MN,2021-01-13 21:03:03,48.0056,91.6419,3.15,75,0,10.78
574,Minnedosa,CA,2021-01-13 21:03:03,50.2453,-99.8436,28.4,80,75,2.3
575,Kaputa,ZM,2021-01-13 21:03:03,-8.4689,29.6619,70.0,81,100,4.99
576,Murray Bridge,AU,2021-01-13 21:03:03,-35.1167,139.2667,55.99,92,29,1.99
577,Nome,US,2021-01-13 21:03:03,64.5011,-165.4064,17.6,93,90,5.75
578,Balabac,PH,2021-01-13 21:03:03,7.9868,117.0645,80.01,81,100,10.98
579,Esna,EG,2021-01-13 21:03:03,25.2934,32.554,64.4,36,0,5.75
580,Nieuw Amsterdam,SR,2021-01-13 21:03:03,5.8833,-55.0833,82.4,74,75,4.61
